id,description,family,length,file
PX465695.1,"PX465695.1 HIV-1 isolate 107_MIPseq_PBMC_Wk227_09 from Denmark, complete genome",Retroviridae,9009,data/raw/retroviridae.fasta
PX465694.1,"PX465694.1 HIV-1 isolate 107_MIPseq_PBMC_Wk227_08 from Denmark, complete genome",Retroviridae,9009,data/raw/retroviridae.fasta
PX465693.1,"PX465693.1 HIV-1 isolate 107_MIPseq_PBMC_Wk130_13 from Denmark, complete genome",Retroviridae,9009,data/raw/retroviridae.fasta
PX465692.1,"PX465692.1 HIV-1 isolate 107_MIPseq_PBMC_Wk130_12 from Denmark, complete genome",Retroviridae,9009,data/raw/retroviridae.fasta
PX465691.1,"PX465691.1 HIV-1 isolate 107_MIPseq_PBMC_Wk130_11 from Denmark, complete genome",Retroviridae,9009,data/raw/retroviridae.fasta
PX465690.1,"PX465690.1 HIV-1 isolate 107_MIPseq_PBMC_Wk130_10 from Denmark, complete genome",Retroviridae,9009,data/raw/retroviridae.fasta
PX465689.1,"PX465689.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_23 from Denmark, complete genome",Retroviridae,9117,data/raw/retroviridae.fasta
PX465688.1,"PX465688.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_22 from Denmark, complete genome",Retroviridae,9117,data/raw/retroviridae.fasta
PX465687.1,"PX465687.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_21 from Denmark, complete genome",Retroviridae,9117,data/raw/retroviridae.fasta
PX465686.1,"PX465686.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_20 from Denmark, complete genome",Retroviridae,9117,data/raw/retroviridae.fasta
PX465685.1,"PX465685.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_19 from Denmark, complete genome",Retroviridae,9014,data/raw/retroviridae.fasta
PX465684.1,"PX465684.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_18 from Denmark, complete genome",Retroviridae,9014,data/raw/retroviridae.fasta
PX465683.1,"PX465683.1 HIV-1 isolate 107_MIPseq_PBMC_Wk29_05 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465682.1,"PX465682.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_17 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465681.1,"PX465681.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_16 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465680.1,"PX465680.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_15 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465679.1,"PX465679.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_14 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465678.1,"PX465678.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_13 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465677.1,"PX465677.1 HIV-1 isolate 107_MIPseq_PBMC_Wk-57_12 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465676.1,"PX465676.1 HIV-1 isolate 107_MIPseq_PBMC_Wk0_02 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465675.1,"PX465675.1 HIV-1 isolate 107_MIPseq_PBMC_Wk29_04 from Denmark, complete genome",Retroviridae,9033,data/raw/retroviridae.fasta
PX465674.1,"PX465674.1 HIV-1 isolate 107_MIPseq_PBMC_Wk281_12 from Denmark, complete genome",Retroviridae,9031,data/raw/retroviridae.fasta
PX465673.1,"PX465673.1 HIV-1 isolate 107_MIPseq_PBMC_Wk281_11 from Denmark, complete genome",Retroviridae,9031,data/raw/retroviridae.fasta
PX465672.1,"PX465672.1 HIV-1 isolate 107_MIPseq_PBMC_Wk281_10 from Denmark, complete genome",Retroviridae,9031,data/raw/retroviridae.fasta
PX465671.1,"PX465671.1 HIV-1 isolate 107_MIPseq_PBMC_Wk281_09 from Denmark, complete genome",Retroviridae,9031,data/raw/retroviridae.fasta
