id,description,family,length,file
KY786024.1,"KY786024.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCJ046D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786023.1,"KY786023.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCJ046D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786022.1,"KY786022.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCJ046d10, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786021.1,"KY786021.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCI036D8, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786020.1,"KY786020.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCI036D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786019.1,"KY786019.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCI036D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786018.1,"KY786018.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCE006D8, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786017.1,"KY786017.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCE006D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786016.1,"KY786016.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCE006D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786015.1,"KY786015.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC076D9, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786014.1,"KY786014.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC076D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786013.1,"KY786013.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC076D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786012.1,"KY786012.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC076D3, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786011.1,"KY786011.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC034D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786010.1,"KY786010.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC034D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786009.1,"KY786009.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC034D10, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786008.1,"KY786008.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC023D8, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786007.1,"KY786007.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC023D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786006.1,"KY786006.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC023D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786005.1,"KY786005.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC023D3, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786004.1,"KY786004.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC017D9, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786003.1,"KY786003.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC017D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786002.1,"KY786002.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCC017D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786001.1,"KY786001.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCB125D9, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY786000.1,"KY786000.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCB125D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785999.1,"KY785999.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCB125D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785998.1,"KY785998.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCB120D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785997.1,"KY785997.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CCB120D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785996.1,"KY785996.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CB979D9, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785995.1,"KY785995.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CB979D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785994.1,"KY785994.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CB979D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785993.1,"KY785993.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CB819D8, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785992.1,"KY785992.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CB819D7, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
KY785991.1,"KY785991.1 Ebola virus strain Ebola virus/M.fascicularis-wt/GAB/2001/untreated-CB819D5, complete genome",Filoviridae,18871,data/raw/filoviridae.fasta
