id,label,length,gc_content,description,file
PX480280.1,Flaviviridae,10735,0.4674429436422915,"PX480280.1 Dengue virus type 1 isolate D19-1946, complete genome",data/processed/flaviviridae_clean.fasta
PV805462.1,Retroviridae,9037,0.5374571207259046,"PV805462.1 Human T-cell leukemia virus type I isolate PH1002, complete genome",data/processed/retroviridae_clean.fasta
PX931137.1,Coronaviridae,29694,0.3783592644978784,"PX931137.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251031635576/2025, complete genome",data/processed/coronaviridae_clean.fasta
HE584755.1,Orthomyxoviridae,2202,0.4391462306993642,"HE584755.1 Influenza A virus (A/swine/La Habana/130/2010(H1N1)) segment 3, complete genome",data/processed/orthomyxoviridae_clean.fasta
OQ348597.1,Filoviridae,18814,0.411927288189646,"OQ348597.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Ituri-20FHV036, complete genome",data/processed/filoviridae_clean.fasta
PX931164.1,Coronaviridae,29694,0.378696032868593,"PX931164.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251024753233/2025, complete genome",data/processed/coronaviridae_clean.fasta
PX466065.1,Retroviridae,9030,0.4242524916943521,"PX466065.1 HIV-1 isolate 9254-wk42-pl4-I3_S339_L001_001 from Germany, complete genome",data/processed/retroviridae_clean.fasta
HE589469.1,Orthomyxoviridae,1008,0.4672619047619047,"HE589469.1 Influenza A virus (A/swine/Pinar del Rio/3/2010(H1N1)) segment 7, complete genome",data/processed/orthomyxoviridae_clean.fasta
PX480441.1,Flaviviridae,10649,0.4694337496478543,"PX480441.1 Dengue virus type 4 isolate D18-0170, complete genome",data/processed/flaviviridae_clean.fasta
MW056493.1,Filoviridae,19025,0.4549277266754271,"MW056493.1 Bombali virus isolate Z153, complete genome",data/processed/filoviridae_clean.fasta
PX466042.1,Retroviridae,9050,0.4245303867403315,"PX466042.1 HIV-1 isolate 9254-wk26-5-D14_S121_L001_001 from Germany, complete genome",data/processed/retroviridae_clean.fasta
MK731990.1,Filoviridae,18945,0.4105568751649511,"MK731990.1 Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/COD/2018/BEN164-MANA1-17, complete genome",data/processed/filoviridae_clean.fasta
HE584748.1,Orthomyxoviridae,1753,0.4038790644609241,"HE584748.1 Influenza A virus (A/swine/Holguin/121/2010(H1N1)) segment 4, complete genome",data/processed/orthomyxoviridae_clean.fasta
PX465995.1,Retroviridae,9048,0.4246242263483643,"PX465995.1 HIV-1 isolate 9254-wk78-pl2-I11_S241_L001_001 from Germany, complete genome",data/processed/retroviridae_clean.fasta
PX465952.1,Retroviridae,8967,0.4127355860376938,"PX465952.1 HIV-1 isolate 142_MIPseq_PBMC_Wk34_01 from Denmark, complete genome",data/processed/retroviridae_clean.fasta
